               BJD  Normalized_Flux  Accepted 
  2454438.552488          1.013567          1  
  2454438.552753          1.010972          1  
  2454438.553017          1.000118          1  
  2454438.553284          1.007735          1  
  2454438.553556          1.012918          1  
  2454438.553819          1.002793          1  
  2454438.554083          1.000672          1  
  2454438.554348          1.009720          1  
  2454438.554615          1.000917          1  
  2454438.554884          0.991815          1  
  2454438.555150          0.995959          1  
  2454438.555427          1.012507          1  
  2454438.555708          1.001515          1  
  2454438.555981          1.012398          1  
  2454438.556244          0.990925          1  
  2454438.556513          1.000454          1  
  2454438.556783          0.998579          1  
  2454438.557049          0.992292          1  
  2454438.557310          0.995440          1  
  2454438.557578          1.001760          1  
  2454438.557846          1.011182          1  
  2454438.558117          1.003554          1  
  2454438.558389          1.002650          1  
  2454438.558658          0.996170          1  
  2454438.558930          0.999769          1  
  2454438.559193          1.001096          1  
  2454438.559462          0.998582          1  
  2454438.559733          0.998831          1  
  2454438.559998          0.997867          1  
  2454438.560268          0.998223          1  
  2454438.560535          1.004773          1  
  2454438.560800          1.005867          1  
  2454438.561066          1.001737          1  
  2454438.561334          1.005774          1  
  2454438.561594          0.993439          1  
  2454438.561864          0.996720          1  
  2454438.562134          1.005942          1  
  2454438.562434          1.003952          1  
  2454438.562705          1.006894          1  
  2454438.562968          1.007682          1  
  2454438.563236          1.006666          1  
  2454438.563508          1.004352          1  
  2454438.563776          1.000262          1  
  2454438.564042          0.996684          1  
  2454438.564307          1.004581          1  
  2454438.564576          1.001292          1  
  2454438.564844          1.002673          1  
  2454438.565113          1.003165          1  
  2454438.565378          0.996449          1  
  2454438.565649          1.004169          1  
  2454438.565920          0.994315          1  
  2454438.566185          0.996323          1  
  2454438.566447          1.004001          1  
  2454438.566719          1.005828          1  
  2454438.566988          0.998478          1  
  2454438.567257          1.000309          1  
  2454438.567523          0.998172          1  
  2454438.567791          0.992877          1  
  2454438.568058          0.983373          1  
  2454438.568327          0.997757          1  
  2454438.568596          0.994802          1  
  2454438.568866          0.995480          1  
  2454438.569133          1.003369          1  
  2454438.569401          1.001589          1  
  2454438.569667          1.003238          1  
  2454438.569934          0.980086          1  
  2454438.570202          1.002459          1  
  2454438.570471          0.996349          1  
  2454438.570739          1.003792          1  
  2454438.571009          1.011478          1  
  2454438.571276          0.999280          1  
  2454438.571546          0.990834          1  
  2454438.571813          0.997383          1  
  2454438.572080          1.004083          1  
  2454438.572346          1.000720          1  
  2454438.572614          1.015171          1  
  2454438.572880          1.014833          1  
  2454438.573151          0.997155          1  
  2454438.573420          0.995875          1  
  2454438.573682          0.998647          1  
  2454438.573951          0.994565          1  
  2454438.574216          1.011184          1  
  2454438.574485          0.996426          1  
  2454438.574754          0.996741          1  
  2454438.575020          0.996831          1  
  2454438.575285          0.998216          1  
  2454438.575553          0.993527          1  
  2454438.575820          0.995093          1  
  2454438.576086          1.007501          1  
  2454438.576352          1.004338          1  
  2454438.576617          0.998868          1  
  2454438.576887          1.008890          1  
  2454438.577151          1.002798          1  
  2454438.577421          1.008102          1  
  2454438.577690          1.000921          1  
  2454438.577953          0.992166          1  
  2454438.578220          1.011080          1  
  2454438.578489          0.994615          1  
  2454438.578754          1.008617          1  
  2454438.579021          1.017782          1  
  2454438.579287          1.003828          1  
  2454438.579555          1.004405          1  
  2454438.579829          0.999550          1  
  2454438.580097          1.004809          1  
  2454438.580357          1.005825          1  
  2454438.580626          0.998443          1  
  2454438.580897          1.007773          1  
  2454438.581164          0.995068          1  
  2454438.581431          0.999050          1  
  2454438.581704          1.001878          1  
  2454438.581971          1.006516          1  
  2454438.582238          1.003261          1  
  2454438.582507          1.001176          1  
  2454438.582773          0.997916          1  
  2454438.583047          1.012421          1  
  2454438.583315          0.993572          1  
  2454438.583584          0.997682          1  
  2454438.583851          0.991435          1  
  2454438.584123          0.998884          1  
  2454438.584396          1.006182          1  
  2454438.584664          0.994652          1  
  2454438.584933          0.996061          1  
  2454438.585199          0.996354          1  
  2454438.585470          1.001847          1  
  2454438.585738          1.006626          1  
  2454438.586006          0.998665          1  
  2454438.586280          0.992958          1  
  2454438.586541          1.013757          1  
  2454438.586813          0.998017          1  
  2454438.587078          1.011238          1  
  2454438.587343          1.003540          1  
  2454438.587608          0.998353          1  
  2454438.587877          1.001944          1  
  2454438.588142          0.996303          1  
  2454438.588409          0.995506          1  
  2454438.588677          0.993454          1  
  2454438.588947          1.003599          1  
  2454438.589207          0.997290          1  
  2454438.589481          0.994487          1  
  2454438.589744          1.004222          1  
  2454438.590013          1.004118          1  
  2454438.590279          1.001141          1  
  2454438.590549          0.993801          1  
  2454438.590822          1.000181          1  
  2454438.591089          1.006980          1  
  2454438.591361          0.997821          1  
  2454438.591632          1.017949          1  
  2454438.591903          1.002939          1  
  2454438.592172          1.003005          1  
  2454438.592445          0.994322          1  
  2454438.592712          0.988282          1  
  2454438.592979          1.005437          1  
  2454438.593246          1.009787          1  
  2454438.593513          0.990686          1  
  2454438.593786          1.001286          1  
  2454438.594053          0.983274          1  
  2454438.594337          0.992308          1  
  2454438.594602          0.995555          1  
  2454438.594871          0.996634          1  
  2454438.595138          1.014358          1  
  2454438.595403          0.997584          1  
  2454438.595671          0.996310          1  
  2454438.595941          1.002773          1  
  2454438.596211          0.993863          1  
  2454438.596477          0.998716          1  
  2454438.596742          1.005409          1  
  2454438.597009          1.008415          1  
  2454438.597278          1.011060          1  
  2454438.597574          1.011982          1  
  2454438.597839          1.025350          1  
  2454438.598104          0.987805          1  
  2454438.598370          0.996703          1  
  2454438.598636          0.991814          1  
  2454438.598904          0.996031          1  
  2454438.599172          0.990271          1  
  2454438.599439          0.997489          1  
  2454438.599700          1.001817          1  
  2454438.599971          0.998421          1  
  2454438.600234          1.006886          1  
  2454438.600504          0.994693          1  
  2454438.600767          0.986735          1  
  2454438.601033          1.007728          1  
  2454438.601299          0.996826          1  
  2454438.601565          1.002283          1  
  2454438.601839          1.004240          1  
  2454438.602103          0.997280          1  
  2454438.602368          0.992783          1  
  2454438.602636          0.988723          1  
  2454438.602908          1.000203          1  
  2454438.603170          1.003041          1  
  2454438.603434          0.992990          1  
  2454438.603705          1.005197          1  
  2454438.603977          1.002875          1  
  2454438.604243          0.992186          1  
  2454438.604510          0.995792          1  
  2454438.604776          0.990100          1  
  2454438.605047          0.999570          1  
  2454438.605314          0.997913          1  
  2454438.605580          1.011430          1  
  2454438.605847          0.996414          1  
  2454438.606115          1.001088          1  
  2454438.606383          1.007543          1  
  2454438.606655          1.006605          1  
  2454438.606922          1.005124          1  
  2454438.607189          1.017370          1  
  2454438.607459          0.997115          1  
  2454438.607743          0.991798          1  
  2454438.608003          1.009846          1  
  2454438.608271          0.993390          1  
  2454438.608538          1.002433          1  
  2454438.608804          0.980402          1  
  2454438.609072          1.010362          1  
  2454438.609342          1.009507          1  
  2454438.609611          0.996193          1  
  2454438.609878          1.006102          1  
  2454438.610143          0.995426          1  
  2454438.610412          0.987169          1  
  2454438.610680          0.998678          1  
  2454438.610947          1.012346          1  
  2454438.611213          1.027358          1  
  2454438.611483          0.967420          1  
  2454438.611750          1.010549          1  
  2454438.612020          0.990799          1  
  2454438.612290          0.986425          1  
  2454438.612558          1.010773          1  
  2454438.612827          1.008820          1  
  2454438.613100          0.984762          1  
  2454438.613370          0.978110          1  
  2454438.613634          0.995991          1  
  2454438.613900          0.996294          1  
  2454438.614170          0.987308          1  
  2454438.614436          1.001342          1  
  2454438.614705          0.980017          1  
  2454438.614967          1.004030          1  
  2454438.615234          0.986414          1  
  2454438.615501          0.988914          1  
  2454438.615768          0.998708          1  
  2454438.616038          1.007084          1  
  2454438.616306          0.984784          1  
  2454438.616574          1.011846          1  
  2454438.616841          0.999356          1  
  2454438.617109          1.021374          1  
  2454438.617376          0.990203          1  
  2454438.617644          1.014985          1  
  2454438.617918          0.988484          1  
  2454438.618188          0.985345          1  
  2454438.618454          0.985189          1  
  2454438.618719          0.988525          1  
  2454438.618988          0.998839          1  
  2454438.619255          1.015540          1  
  2454438.619524          0.986345          1  
  2454438.619792          1.005823          1  
  2454438.620064          1.000922          1  
  2454438.620330          0.998571          1  
  2454438.620597          1.005840          1  
  2454438.620864          0.982599          1  
  2454438.621135          0.992858          1  
  2454438.621405          0.993125          1  
  2454438.621676          0.996410          1  
  2454438.621939          0.993302          1  
  2454438.622205          0.999294          1  
  2454438.622476          1.005573          1  
  2454438.622743          0.991520          1  
  2454438.623014          1.005140          1  
  2454438.623280          1.006347          1  
  2454438.623550          1.007878          1  
  2454438.623819          0.994723          1  
  2454438.624089          1.010358          1  
  2454438.624354          0.986224          1  
  2454438.624619          1.003255          1  
  2454438.624887          1.003363          1  
  2454438.625155          1.002461          1  
  2454438.625424          1.003869          1  
  2454438.625694          1.014138          1  
  2454438.625955          1.000724          1  
  2454438.626223          0.994474          1  
  2454438.626490          1.002456          1  
  2454438.626753          0.989729          1  
  2454438.627021          0.989640          1  
  2454438.627290          1.001504          1  
  2454438.627557          0.991866          1  
  2454438.627821          1.002504          1  
  2454438.628085          0.992423          1  
  2454438.628351          0.999765          1  
  2454438.628619          0.999683          1  
  2454438.628884          1.001423          1  
  2454438.629150          0.998946          1  
  2454438.629420          0.987294          1  
  2454438.629685          1.000780          1  
  2454438.629955          0.996604          1  
  2454438.630223          1.002584          1  
  2454438.630488          0.986882          1  
  2454438.630756          0.978248          1  
  2454438.631019          1.010490          1  
  2454438.631282          1.004449          1  
  2454438.631547          0.990935          1  
  2454438.631819          0.990818          1  
  2454438.632082          1.000920          1  
  2454438.632347          0.989800          1  
  2454438.632612          1.001390          1  
  2454438.632879          1.002603          1  
  2454438.633146          1.005321          1  
  2454438.633415          0.992396          1  
  2454438.633684          1.006803          1  
  2454438.633956          0.993298          1  
  2454438.634220          0.992377          1  
  2454438.634493          0.988331          1  
  2454438.634756          1.004798          1  
  2454438.635031          0.991407          1  
  2454438.635301          0.998208          1  
  2454438.635567          1.003785          1  
  2454438.635831          0.997688          1  
  2454438.636101          0.986708          1  
  2454438.636369          1.011361          1  
  2454438.636639          1.002787          1  
  2454438.636907          0.991764          1  
  2454438.637175          0.998629          1  
  2454438.637444          1.013918          1  
  2454438.637747          1.004802          1  
  2454438.638015          0.987809          1  
  2454438.638285          1.002489          1  
  2454438.638551          0.992258          1  
  2454438.638818          1.008157          1  
  2454438.639084          0.993796          1  
  2454438.639384          1.001636          1  
  2454438.639666          1.004299          1  
  2454438.639933          0.991748          1  
  2454438.640200          1.001223          1  
  2454438.640469          1.000946          1  
  2454438.640735          0.999433          1  
  2454438.641002          0.992254          1  
  2454438.641276          0.999528          1  
  2454438.641540          1.004146          1  
  2454438.641804          1.006966          1  
  2454438.642067          1.001041          1  
  2454438.642335          0.996226          1  
  2454438.642605          0.998548          1  
  2454438.642873          1.009808          1  
  2454438.643142          1.009828          1  
  2454438.643405          0.999802          1  
  2454438.643673          0.996460          1  
  2454438.643944          0.990191          1  
  2454438.644213          1.002118          1  
  2454438.644481          0.993332          1  
  2454438.644752          1.007641          1  
  2454438.645018          0.999461          1  
  2454438.645285          1.005592          1  
  2454438.645552          1.001948          1  
  2454438.645820          0.995906          1  
  2454438.646087          0.994972          1  
  2454438.646355          0.999635          1  
  2454438.646623          0.990805          1  
  2454438.646892          0.987655          1  
  2454438.647159          1.005895          1  
  2454438.647427          0.986834          1  
  2454438.647695          0.981107          1  
  2454438.647962          0.994917          1  
  2454438.648233          1.001180          1  
  2454438.648498          1.014044          1  
  2454438.648763          0.995739          1  
  2454438.649033          1.005844          1  
  2454438.649298          0.997699          1  
  2454438.649563          1.010445          1  
  2454438.649832          1.007128          1  
  2454438.650101          0.997772          1  
  2454438.650371          1.001585          1  
  2454438.650640          0.989938          1  
  2454438.650909          1.001621          1  
  2454438.651176          1.007863          1  
  2454438.651444          1.012281          1  
  2454438.651708          1.010946          1  
  2454438.651977          0.999883          1  
  2454438.652244          1.019223          1  
  2454438.652512          1.006842          1  
  2454438.652780          1.004921          1  
  2454438.653051          1.016950          1  
  2454438.653318          1.000662          1  
  2454438.653587          1.001336          1  
  2454438.653855          1.004802          1  
  2454438.654124          1.006100          1  
  2454438.654398          0.998341          1  
  2454438.654667          0.994702          1  
  2454438.654932          1.007146          1  
  2454438.655201          1.007550          1  
  2454438.655469          1.001749          1  
  2454438.655736          0.989627          1  
  2454438.656004          0.988692          1  
  2454438.656273          0.998177          1  
  2454438.656539          0.998093          1  
  2454438.656805          0.989617          1  
  2454438.657072          0.994485          1  
  2454438.657343          0.999635          1  
  2454438.657653          1.003218          1  
  2454438.657922          0.999348          1  
  2454438.658189          1.004751          1  
  2454438.658451          1.004984          1  
  2454438.658718          1.004764          1  
  2454438.658983          1.003364          1  
  2454438.659252          1.000060          1  
  2454438.659520          0.997618          1  
  2454438.659788          1.001892          1  
  2454438.660052          1.002528          1  
  2454438.660321          1.001811          1  
  2454438.660591          0.993179          1  
  2454438.660861          1.007521          1  
  2454438.661124          0.996110          1  
  2454438.661393          1.004420          1  
  2454438.661660          0.994962          1  
  2454438.661926          0.999013          1  
  2454438.662196          0.999329          1  
  2454438.662468          0.992621          1  
  2454438.662738          1.000224          1  
  2454438.663007          1.005722          1  
  2454438.663274          1.000172          1  
  2454438.663545          0.992275          1  
  2454438.663809          0.991713          1  
  2454438.664075          0.999908          1  
  2454438.664345          0.998933          1  
  2454438.664613          0.999404          1  
  2454438.664880          0.990400          1  
  2454438.665151          1.004582          1  
  2454438.665417          1.003939          1  
  2454438.665685          0.999991          1  
  2454438.665953          1.005472          1  
  2454438.666219          0.997729          1  
  2454438.666486          0.997904          1  
  2454438.666758          0.991575          1  
  2454438.667029          1.000474          1  
  2454438.667300          0.999525          1  
  2454438.667568          0.997176          1  
  2454438.667838          0.978338          1  
  2454438.668107          0.995459          1  
  2454438.668375          0.995937          1  
  2454438.668645          0.985640          1  
  2454438.668913          1.002338          1  
  2454438.669183          1.003935          1  
  2454438.669447          0.989964          1  
  2454438.669714          1.007687          1  
  2454438.669983          1.006615          1  
  2454438.670249          1.003342          1  
  2454438.670517          0.983754          1  
  2454438.670782          1.006010          1  
  2454438.671049          0.990535          1  
  2454438.671317          1.000348          1  
  2454438.671585          0.990446          1  
  2454438.671853          1.010525          1  
  2454438.672121          0.998852          1  
  2454438.672389          1.000782          1  
  2454438.672656          0.993286          1  
  2454438.672923          0.981754          1  
  2454438.673190          1.008086          1  
  2454438.673457          1.011482          1  
  2454438.673728          0.992299          1  
  2454438.673992          0.989240          1  
  2454438.674265          0.989277          1  
  2454438.674529          0.997213          1  
  2454438.674795          1.003498          1  
  2454438.675059          1.002229          1  
  2454438.675328          1.011252          1  
  2454438.675601          1.017149          1  
  2454438.675873          0.991702          1  
  2454438.676144          0.986265          1  
  2454438.676409          0.988554          1  
  2454438.676676          1.006962          1  
  2454438.676945          0.997208          1  
  2454438.677212          1.008117          1  
  2454438.677480          0.992511          1  
  2454438.677746          0.999419          1  
  2454438.678017          1.004294          1  
  2454438.678284          0.999156          1  
  2454438.678555          1.013370          1  
  2454438.678824          0.998398          1  
  2454438.679098          1.016902          1  
  2454438.679365          0.986659          1  
  2454438.679631          1.005504          1  
  2454438.679897          0.999634          1  
  2454438.680159          0.999258          1  
  2454438.680433          1.001552          1  
  2454438.680704          0.977389          1  
  2454438.680971          1.007756          1  
  2454438.681236          0.984372          1  
  2454438.681495          0.999232          1  
  2454438.681724          1.002353          1  
  2454438.681991          0.971087          1  
  2454438.682266          1.009238          1  
  2454438.682533          1.004050          1  
  2454438.682801          0.998143          1  
  2454438.683069          0.978716          1  
  2454438.683337          1.004172          1  
  2454438.683604          0.999306          1  
  2454438.683866          0.994918          1  
  2454438.684135          1.005671          1  
  2454438.684408          0.995349          1  
  2454438.684674          1.013019          1  
  2454438.684939          1.013809          1  
  2454438.685210          1.002276          1  
  2454438.685478          0.992427          1  
  2454438.685751          0.991443          1  
  2454438.686018          0.996653          1  
  2454438.686286          0.984214          1  
  2454438.686556          0.995904          1  
  2454438.686827          1.011050          1  
  2454438.687098          0.982310          1  
  2454438.687365          0.987215          1  
  2454438.687632          1.006488          1  
  2454438.687902          0.993312          1  
  2454438.688171          1.007091          1  
  2454438.688439          1.000485          1  
  2454438.688706          0.997487          1  
  2454438.688972          0.974213          1  
  2454438.689241          1.000172          1  
  2454438.689503          0.994613          1  
  2454438.689773          0.998444          1  
  2454438.690035          1.022956          1  
  2454438.690298          1.010711          1  
  2454438.690568          0.983217          1  
  2454438.690830          0.996713          1  
  2454438.691101          0.991564          1  
  2454438.691371          0.993421          1  
  2454438.691639          1.013744          1  
  2454438.691901          1.025512          1  
  2454438.692167          0.990958          1  
  2454438.692442          0.965155          1  
  2454438.692708          0.990289          1  
  2454438.692973          0.983707          1  
  2454438.693243          0.967507          1  
  2454438.693511          1.007305          1  
  2454438.693777          0.974946          1  
  2454438.694048          0.999045          1  
  2454438.694316          0.981426          1  
  2454438.694585          1.013883          1  
  2454438.694851          0.981963          1  
  2454438.695122          1.016648          1  
  2454438.695391          1.024274          1  
  2454438.695659          1.005805          1  
  2454438.695921          1.000529          1  
  2454438.696189          0.995035          1  
  2454438.696459          0.998202          1  
  2454438.696723          0.997430          1  
  2454438.696990          1.003677          1  
  2454438.697256          0.990929          1  
  2454438.697524          1.002587          1  
  2454438.697788          1.015469          1  
  2454438.698057          0.993059          1  
  2454438.698325          1.012872          1  
  2454438.698593          1.006164          1  
  2454438.698863          1.012473          1  
  2454438.699131          0.987450          1  
  2454438.699397          0.998915          1  
  2454438.699669          1.007180          1  
  2454438.699947          0.991318          1  
  2454438.700209          1.004796          1  
  2454438.700477          0.987312          1  
  2454438.700744          0.976650          1  
  2454438.701012          0.985777          1  
  2454438.701279          1.023123          1  
  2454438.701548          0.987204          1  
  2454438.701815          0.995655          1  
  2454438.702084          0.996184          1  
  2454438.702355          0.999081          1  
  2454438.702628          1.003826          1  
  2454438.702897          1.013379          1  
  2454438.703161          0.994761          1  
  2454438.703426          1.011980          1  
  2454438.703694          0.984017          1  
  2454438.703963          1.006263          1  
  2454438.704236          1.017486          1  
  2454438.704502          1.013548          1  
  2454438.704772          0.998760          1  
  2454438.705035          0.977906          1  
  2454438.705307          1.008924          1  
  2454438.705569          0.966854          1  
  2454438.705834          1.004064          1  
  2454438.706101          0.991360          1  
  2454438.706368          0.974459          1  
  2454438.706636          1.017217          1  
  2454438.706901          1.002989          1  
  2454438.707168          0.990825          1  
  2454438.707436          0.985668          1  
  2454438.707703          1.008033          1  
  2454438.707967          1.007318          1  
  2454438.708238          0.980722          1  
  2454438.708503          1.014966          1  
  2454438.708771          0.990963          1  
  2454438.709040          0.993085          1  
  2454438.709308          0.996574          1  
  2454438.709575          1.004183          1  
  2454438.709838          1.005581          1  
  2454438.710106          0.982513          1  
  2454438.710379          0.999689          1  
  2454438.710647          0.984004          1  
  2454438.710917          0.998607          1  
  2454438.711185          1.004230          1  
  2454438.711452          0.984428          1  
  2454438.711719          0.986412          1  
  2454438.711987          1.011196          1  
  2454438.712251          1.004733          1  
  2454438.712518          0.988654          1  
  2454438.712788          1.023789          1  
  2454438.713052          1.002349          1  
  2454438.713322          1.003584          1  
  2454438.713589          1.000716          1  
  2454438.713857          1.009088          1  
  2454438.714127          0.972119          1  
  2454438.714396          0.998927          1  
  2454438.714661          1.002156          1  
  2454438.714929          0.985978          1  
  2454438.715196          0.998100          1  
  2454438.715467          0.991982          1  
  2454438.715731          1.021281          1  
  2454438.716003          1.007570          1  
  2454438.716267          1.018077          1  
  2454438.716538          1.001610          1  
  2454438.716804          0.987720          1  
  2454438.717071          1.047716          1  
  2454438.717340          1.007564          1  
  2454438.717607          1.009712          1  
  2454438.717872          1.031676          1  
  2454438.718138          0.993479          1  
  2454438.718405          0.997522          1  
  2454438.718672          0.988687          1  
  2454438.718945          0.985842          1  
  2454438.719214          1.007724          1  
  2454438.719483          1.017503          1  
  2454438.719752          1.006426          1  
  2454438.720015          1.009561          1  
  2454438.720286          0.999072          1  
  2454438.720550          1.028780          1  
  2454438.720819          1.020256          1  
  2454438.721087          1.029157          1  
  2454438.721357          0.989049          1  
  2454438.721628          0.995245          1  
  2454438.721896          1.000925          1  
  2454438.722167          0.988250          1  
  2454438.722433          0.998796          1  
  2454438.722700          0.994936          1  
  2454438.722908          1.019557          1  
  2454438.723181          0.995210          1  
  2454438.723451          0.996145          1  
  2454438.723730          1.009531          1  
  2454438.723998          1.003976          1  
  2454438.724269          1.038205          1  
  2454438.724534          1.006291          1  
  2454438.724802          1.009438          1  
  2454438.725074          0.976805          1  
  2454438.725341          0.997017          1  
  2454438.725608          0.979680          1  
  2454438.725876          1.023885          1  
  2454438.726147          1.020435          1  
  2454438.726415          0.995913          1  
  2454438.726686          0.983354          1  
  2454438.726955          0.977913          1  
  2454438.727222          1.007186          1  
  2454438.727492          0.995580          1  
  2454438.727758          1.006428          1  
  2454438.728025          1.005607          1  
  2454438.728295          0.990135          1  
  2454438.728565          0.996210          1  
  2454438.728833          1.001925          1  
  2454438.729101          1.010389          1  
  2454438.729366          0.998528          1  
  2454438.729632          0.995563          1  
  2454438.729904          0.996572          1  
  2454438.730171          0.988526          1  
  2454438.730437          1.034644          1  
  2454438.730711          1.010435          1  
  2454438.730977          1.001682          1  
  2454438.731247          1.005313          1  
  2454438.731512          0.993828          1  
  2454438.731781          1.010022          1  
  2454438.732064          0.987277          1  
  2454438.732325          0.999361          1  
  2454438.732588          1.007521          1  
  2454438.732854          1.000596          1  
  2454438.733120          1.004467          1  
  2454438.733390          0.995391          1  
  2454438.733653          0.983638          1  
  2454438.733921          1.005875          1  
  2454438.734191          0.994770          1  
  2454438.734455          0.991268          1  
  2454438.734720          0.995405          1  
  2454438.734993          1.003691          1  
  2454438.735262          1.003481          1  
  2454438.735526          0.990728          1  
  2454438.735791          1.004410          1  
  2454438.736062          1.009552          1  
  2454438.736326          0.984418          1  
  2454438.736594          1.015972          1  
  2454438.736859          1.012971          1  
  2454438.737126          1.006691          1  
  2454438.737397          0.995631          1  
  2454438.737670          1.010547          1  
  2454438.737941          1.006487          1  
  2454438.738209          1.003987          1  
  2454438.738474          1.001498          1  
  2454438.738745          0.982645          1  
  2454438.739010          1.017834          1  
  2454438.739277          1.010266          1  
  2454438.739545          1.021915          1  
  2454438.739810          1.017119          1  
  2454438.740076          0.998491          1  
  2454438.740344          0.982367          1  
  2454438.740614          1.011817          1  
  2454438.740887          0.998145          1  
  2454438.741153          1.023151          1  
  2454438.741419          1.003265          1  
  2454438.741691          0.992710          1  
  2454438.741961          1.028132          1  
  2454438.742226          1.013386          1  
  2454438.742499          0.968736          1  
  2454438.742770          0.978157          1  
  2454438.743039          1.008467          1  
  2454438.743307          1.010628          1  
  2454438.743573          0.995775          1  
  2454438.743839          0.973739          1  
  2454438.744106          0.999063          1  
  2454438.744376          0.998237          1  
  2454438.744642          0.990096          1  
  2454438.744914          1.017890          1  
  2454438.745180          0.989579          1  
  2454438.745448          1.015990          1  
  2454438.745718          1.014563          1  
  2454438.745984          0.999410          1  
  2454438.746254          1.017745          1  
  2454438.746518          1.008161          1  
  2454438.746785          0.981593          1  
  2454438.747056          1.005169          1  
  2454438.747326          1.043027          1  
  2454438.747600          0.993553          1  
  2454438.747869          1.011109          1  
  2454438.748133          1.000749          1  
  2454438.748401          0.971098          1  
  2454438.748669          0.994286          1  
  2454438.748973          1.001244          1  
  2454438.749238          0.989528          1  
  2454438.749508          1.008272          1  
  2454438.749776          1.004491          1  
  2454438.750043          1.017404          1  
  2454438.750302          0.990285          1  
  2454438.750567          1.001734          1  
  2454438.750837          0.988436          1  
  2454438.751100          1.015987          1  
  2454438.751372          0.992648          1  
  2454438.751642          0.992855          1  
  2454438.751911          0.992061          1  
  2454438.752180          1.005711          1  
  2454438.752448          0.967238          1  
  2454438.752714          1.007796          1  
  2454438.752982          1.019807          1  
  2454438.753246          0.989123          1  
  2454438.753514          0.993358          1  
  2454438.753784          0.996276          1  
  2454438.754052          0.980525          1  
  2454438.754320          1.013997          1  
  2454438.754590          0.997592          1  
  2454438.754853          0.993630          1  
  2454438.755119          1.012000          1  
  2454438.755390          0.988102          1  
  2454438.755657          0.989718          1  
  2454438.755927          1.026240          1  
  2454438.756194          1.014297          1  
  2454438.756458          1.008555          1  
  2454438.756729          0.992409          1  
  2454438.756993          1.006423          1  
  2454438.757264          0.987075          1  
  2454438.757528          1.023751          1  
  2454438.757797          1.003379          1  
  2454438.758064          0.985393          1  
  2454438.758328          0.990700          1  
  2454438.758601          0.986667          1  
  2454438.758872          0.997061          1  
  2454438.759142          0.993655          1  
  2454438.759415          1.006837          1  
  2454438.759683          1.005235          1  
  2454438.759953          0.979648          1  
  2454438.760216          1.024561          1  
  2454438.760487          1.022399          1  
  2454438.760755          1.021953          1  
  2454438.761021          0.992112          1  
  2454438.761293          0.995940          1  
  2454438.761564          1.018367          1  
  2454438.761831          1.007605          1  
  2454438.762102          1.042316          1  
  2454438.762371          1.009522          1  
  2454438.762639          1.002613          1  
  2454438.762907          1.001038          1  
  2454438.763178          0.996588          1  
  2454438.763454          1.037857          1  
  2454438.763720          0.988642          1  
  2454438.763988          1.004785          1  
  2454438.764253          1.029018          1  
  2454438.764527          1.017612          1  
  2454438.764793          0.989845          1  
  2454438.765061          0.991764          1  
  2454438.765340          0.998357          1  
  2454438.765629          0.991806          1  
  2454438.765894          1.010282          1  
  2454438.766166          0.979183          1  
  2454438.766430          0.988705          1  
  2454438.766697          1.020048          1  
  2454438.766967          0.994551          1  
  2454438.767231          1.017720          1  
  2454438.767496          0.988429          1  
  2454438.767762          1.008125          1  
  2454438.768027          1.019596          1  
  2454438.768295          1.006209          1  
  2454438.768562          1.015184          1  
  2454438.768830          1.010359          1  
  2454438.769096          0.996574          1  
  2454438.769363          1.008690          1  
  2454438.769630          0.997200          1  
  2454438.769900          1.014465          1  
  2454438.770164          0.998319          1  
  2454438.770432          1.018956          1  
  2454438.770701          0.985423          1  
  2454438.770970          0.994166          1  
  2454438.771238          1.019871          1  
  2454438.771505          1.005795          1  
  2454438.771774          0.985363          1  
  2454438.772040          1.006415          1  
  2454438.772306          0.992857          1  
  2454438.772575          1.033521          1  
  2454438.772847          1.012774          1  
  2454438.773112          1.009661          1  
  2454438.773380          0.985148          1  
  2454438.773644          1.000995          1  
  2454438.773911          0.996599          1  
  2454438.774171          1.018230          1  
  2454438.774438          1.027848          1  
  2454438.774705          0.982407          1  
  2454438.774974          1.006523          1  
  2454438.775238          1.033448          1  
  2454438.775503          1.016192          1  
  2454438.775771          0.988513          1  
  2454438.776041          1.026397          1  
  2454438.776310          0.985406          1  
  2454438.776579          0.997646          1  
  2454438.776848          0.995192          1  
  2454438.777114          0.999762          1  
  2454438.777379          1.002524          1  
  2454438.777646          0.966809          1  
  2454438.777913          1.002820          1  
  2454438.778182          1.004509          1  
  2454438.778454          1.003236          1  
  2454438.778720          0.968724          1  
  2454438.778985          1.014526          1  
  2454438.779254          1.003714          1  
  2454438.779521          0.985917          1  
  2454438.779794          1.028677          1  
  2454438.780059          0.979711          1  
  2454438.780328          1.012319          1  
  2454438.780594          1.005004          1  
  2454438.780862          0.995725          1  
  2454438.781129          1.032029          1  
  2454438.781396          1.003346          1  
  2454438.781662          1.005514          1  
  2454438.781932          0.982469          1  
  2454438.782200          1.028463          1  
  2454438.782461          1.015368          1  
  2454438.782730          1.019280          1  
  2454438.783000          0.996588          1  
  2454438.783270          0.958896          1  
  2454438.783537          1.023304          1  
  2454438.783807          0.986675          1  
  2454438.784071          0.983866          1  
  2454438.784340          0.998821          1  
  2454438.784610          0.969091          1  
  2454438.784878          0.980118          1  
  2454438.785151          0.956131          1  
  2454438.785422          1.025901          1  
  2454438.785686          0.999792          1  
  2454438.785951          1.005157          1  
  2454438.786216          1.012987          1  
